Seat_Class,Booking_Channel,Origin,Destination,Distance_km,Route_Category,Customer_Segment,Loyalty_Status,Booking_Frequency_Qtr,Average_Spend_GBP,Total_Seats,Seats_Sold_Realized,Remaining_Seats_Realized,Demand_Index,Base_Price_At_Booking,Days_Before_Travel,Price_Premium,Load_Factor,Ticket_Price_GBP
Standard,Web,Edinburgh,Paris,1235.2,Long,Business,None,10,258.44,200,185,15,1.073,190.02,67,0.953,0.929,188.35
Standard,Web,London,Amsterdam,174.8,Short,Leisure,None,6,100.92,200,144,56,2.252,48.37,40,0.999,0.722,56.15
Standard,Mobile,Glasgow,Cologne,950.5,Long,Student,None,11,23.49,100,49,51,1.901,155.51,94,0.992,0.492,196.11
First,Web,Manchester,Paris,957.1,Long,Business,None,6,101.14,300,234,66,1.192,185.87,58,0.956,0.78,197.92
Standard,Web,Edinburgh,Frankfurt,783.5,Long,Leisure,None,9,379.83,150,144,6,2.665,122.43,31,0.971,0.961,179.78
Standard,Mobile,Leeds,Amsterdam,875.9,Long,Leisure,Gold,13,64.97,300,113,187,2.449,150.38,45,0.993,0.377,205.99
Standard,Agent,Bristol,Amsterdam,98.6,Short,Student,Gold,4,213.18,300,149,151,0.821,48.48,104,1.018,0.497,45.17
First,Web,Glasgow,Cologne,262.2,Medium,Business,Silver,18,134.62,150,102,48,1.925,95.43,54,0.989,0.683,124.07
First,Web,Edinburgh,Paris,96.5,Short,Business,None,4,283.71,300,161,139,2.421,60.07,73,1.022,0.539,85.1
Standard,Mobile,Bristol,Rotterdam,1416.5,Long,Leisure,None,0,265.55,100,90,10,0.903,210.2,98,1.017,0.905,203.82
First,Station,Glasgow,Amsterdam,98.8,Short,Business,Gold,13,491.82,150,72,78,2.979,53.62,155,1.046,0.483,82.2
Standard,Mobile,Bristol,Amsterdam,91.2,Short,Business,None,2,390.98,200,183,17,2.012,36.49,52,0.964,0.918,47.78
Standard,Mobile,Glasgow,Brussels,946.2,Long,Student,Platinum,6,470.4,250,220,30,2.654,136.62,55,1.047,0.883,188.37
First,Web,Birmingham,Amsterdam,194.0,Short,Business,Platinum,3,297.42,100,41,59,1.866,74.1,27,1.108,0.418,93.44
Standard,Mobile,London,Frankfurt,164.7,Short,Leisure,None,5,374.14,150,54,96,1.272,50.35,97,1.031,0.366,53.99
First,Web,Glasgow,Amsterdam,280.7,Medium,Leisure,Platinum,10,449.64,300,232,68,2.589,92.82,116,0.981,0.774,131.68
First,Mobile,Edinburgh,Brussels,501.0,Medium,Leisure,Silver,10,39.71,200,115,85,1.618,103.18,109,0.992,0.579,121.52
Standard,Mobile,London,Lyon,506.5,Medium,Business,Silver,3,459.42,250,115,135,1.957,99.13,173,0.978,0.463,121.07
Standard,Agent,Bristol,Lyon,580.1,Medium,Leisure,Platinum,15,121.65,150,141,9,1.939,102.01,171,1.031,0.94,120.3
Standard,Web,Birmingham,Frankfurt,1402.0,Long,Business,Silver,16,358.41,100,36,64,0.647,210.19,42,0.998,0.362,184.38
Standard,Web,Glasgow,Cologne,64.3,Short,Business,Gold,18,391.2,100,88,12,1.348,47.24,6,1.417,0.882,65.61
Standard,Mobile,London,Cologne,381.8,Medium,Leisure,Gold,2,72.48,200,138,62,1.334,87.89,48,1.045,0.693,86.78
Business,Mobile,Manchester,Rotterdam,481.2,Medium,Business,Gold,5,477.49,100,38,62,0.609,106.29,27,1.137,0.385,95.65
Standard,Mobile,Bristol,Rotterdam,589.3,Medium,Business,Gold,15,464.75,150,84,66,0.762,109.46,160,0.998,0.563,97.91
Business,Web,Manchester,Frankfurt,234.1,Medium,Leisure,None,12,334.19,200,134,66,1.928,78.13,166,0.957,0.674,101.05
Standard,Web,Leeds,Amsterdam,105.2,Short,Student,None,1,94.56,250,105,145,1.305,50.87,86,1.01,0.421,58.7
First,Mobile,London,Amsterdam,123.8,Short,Business,Platinum,6,291.7,150,58,92,1.755,72.21,96,0.982,0.389,74.93
Standard,Web,London,Lyon,112.0,Short,Leisure,None,18,185.19,100,49,51,1.709,29.27,27,1.161,0.491,42.76
Standard,Station,London,Lyon,118.4,Short,Student,Silver,0,466.77,250,173,77,2.136,53.73,40,0.98,0.693,75.14
Standard,Web,Leeds,Paris,105.4,Short,Business,None,1,215.19,250,210,40,2.624,50.35,94,0.961,0.84,81.41
Standard,Mobile,Edinburgh,Lyon,588.2,Medium,Student,None,16,353.0,200,194,6,1.067,110.52,163,0.981,0.973,112.98
First,Mobile,Bristol,Rotterdam,170.5,Short,Business,None,19,325.77,100,40,60,1.404,78.41,118,1.032,0.404,90.55
Standard,Mobile,Bristol,Lyon,1263.0,Long,Leisure,None,14,150.09,300,91,209,1.893,199.03,129,0.968,0.306,252.7
Standard,Web,Glasgow,Frankfurt,969.6,Long,Leisure,Silver,0,277.04,250,246,4,2.354,150.36,155,0.968,0.987,204.04
Standard,Station,Glasgow,Paris,552.6,Medium,Business,Platinum,5,216.79,250,99,151,1.459,100.37,22,1.182,0.396,108.04
Standard,Web,Glasgow,Cologne,237.3,Medium,Leisure,Silver,11,199.82,150,123,27,1.163,64.86,125,0.976,0.826,69.24
Business,Mobile,Bristol,Paris,729.1,Long,Student,Gold,16,434.72,200,168,32,2.188,141.45,111,0.983,0.842,180.06
Business,Web,Edinburgh,Amsterdam,581.6,Medium,Leisure,Silver,7,87.08,300,107,193,2.16,110.63,176,1.004,0.359,150.09
Business,Web,London,Amsterdam,1110.3,Long,Business,Platinum,17,216.99,100,86,14,2.392,190.96,24,1.142,0.868,263.4
Standard,Web,London,Paris,73.9,Short,Business,Gold,18,23.24,100,47,53,1.744,47.38,151,1.032,0.475,52.78
Standard,Web,Leeds,Paris,1454.2,Long,Business,None,14,145.71,150,128,22,0.689,223.36,35,1.008,0.855,208.24
Business,Agent,Manchester,Amsterdam,589.9,Medium,Business,Silver,12,318.44,300,156,144,1.971,122.33,73,1.021,0.523,162.71
Standard,Web,Edinburgh,Rotterdam,182.2,Short,Business,Gold,15,62.01,100,82,18,1.286,58.25,155,1.021,0.825,65.58
Business,Mobile,Birmingham,Frankfurt,814.7,Long,Leisure,Gold,14,150.17,250,222,28,2.995,136.66,7,1.108,0.888,223.91
Business,Agent,Edinburgh,Frankfurt,850.6,Long,Leisure,Platinum,13,442.51,250,75,175,1.954,150.42,152,1.047,0.303,182.33
Business,Web,Leeds,Frankfurt,362.8,Medium,Student,None,3,352.08,150,99,51,1.605,83.56,128,0.957,0.666,101.07
Standard,Mobile,Manchester,Frankfurt,1121.4,Long,Student,Platinum,19,53.74,100,53,47,2.405,153.68,23,1.195,0.539,211.24
Standard,Web,Manchester,Amsterdam,198.8,Short,Leisure,None,12,496.34,150,133,17,2.945,43.96,7,1.199,0.891,74.73
Business,Web,Glasgow,Rotterdam,582.5,Medium,Leisure,None,4,473.67,150,95,55,1.734,113.04,56,0.976,0.638,143.71
Standard,Web,Glasgow,Brussels,188.2,Short,Leisure,Silver,7,88.01,200,113,87,1.328,54.19,150,1.014,0.568,62.18
Standard,Agent,Manchester,Lyon,63.4,Short,Senior,None,0,462.5,100,40,60,1.704,40.84,93,0.955,0.403,40.12
Standard,Web,London,Lyon,1281.4,Long,Leisure,Gold,12,283.97,100,49,51,2.235,193.71,148,1.018,0.498,254.14
Business,Mobile,Birmingham,Lyon,550.7,Medium,Leisure,Platinum,4,466.1,150,149,1,2.183,102.79,6,1.369,0.996,148.48
First,Mobile,Manchester,Lyon,100.0,Short,Leisure,Platinum,7,484.66,150,135,15,2.363,56.48,31,1.044,0.9,76.51
Standard,Station,Bristol,Amsterdam,287.8,Medium,Business,Silver,6,352.91,250,128,122,2.051,67.47,105,1.016,0.515,89.41
Standard,Web,London,Brussels,162.3,Short,Student,Silver,18,159.82,200,146,54,2.886,51.92,89,1.027,0.733,74.63
Standard,Mobile,Birmingham,Amsterdam,236.3,Medium,Leisure,Platinum,9,463.84,150,149,1,1.412,63.35,128,1.045,0.999,75.7
Business,Mobile,Bristol,Brussels,191.1,Short,Leisure,Silver,9,295.27,100,78,22,0.503,69.36,120,1.036,0.782,52.37
Standard,Mobile,Birmingham,Amsterdam,740.5,Long,Business,Platinum,6,183.94,200,107,93,0.874,112.31,42,0.997,0.537,97.24
Standard,Agent,Leeds,Rotterdam,118.6,Short,Leisure,Platinum,18,240.82,100,32,68,0.61,51.42,102,0.967,0.328,41.79
Business,Station,Birmingham,Paris,593.1,Medium,Leisure,None,13,214.98,200,171,29,0.88,134.15,13,1.132,0.859,139.26
First,Web,Bristol,Brussels,198.2,Short,Student,None,7,468.94,250,125,125,1.037,77.15,101,1.009,0.5,79.4
First,Web,Edinburgh,Lyon,510.4,Medium,Student,Silver,3,413.52,300,120,180,1.18,114.27,155,1.025,0.401,119.52
First,Web,Birmingham,Brussels,175.9,Short,Senior,Platinum,14,35.06,300,114,186,0.561,69.27,83,0.975,0.381,41.41
Standard,Web,Edinburgh,Cologne,586.9,Medium,Business,Gold,4,24.73,150,56,94,1.205,111.54,80,0.995,0.375,106.55
Standard,Web,Birmingham,Frankfurt,189.1,Short,Leisure,Silver,3,53.3,300,114,186,0.872,70.58,47,0.986,0.38,75.6
First,Web,Leeds,Brussels,1159.9,Long,Student,None,11,312.99,100,66,34,0.715,207.03,78,0.997,0.661,183.55
First,Web,Bristol,Cologne,160.2,Short,Leisure,None,5,410.95,100,83,17,1.953,78.37,4,1.383,0.834,115.31
Business,Agent,Birmingham,Frankfurt,1134.4,Long,Leisure,Platinum,7,267.18,200,185,15,0.982,185.5,103,0.966,0.925,151.94
Business,Web,Manchester,Cologne,126.0,Short,Leisure,Silver,5,276.67,250,195,55,0.703,57.93,150,0.999,0.78,52.29
Standard,Agent,Leeds,Frankfurt,182.1,Short,Senior,Silver,4,135.4,150,55,95,0.948,48.32,111,1.045,0.367,44.78
Standard,Web,Manchester,Paris,160.7,Short,Business,Platinum,8,240.46,150,144,6,2.67,61.9,54,0.961,0.963,81.41
First,Mobile,Leeds,Brussels,179.0,Short,Leisure,Platinum,18,143.29,100,30,70,1.824,80.38,129,1.034,0.304,88.34
Standard,Station,Leeds,Cologne,238.4,Medium,Leisure,Silver,9,151.53,100,82,18,1.836,48.8,179,1.024,0.827,63.06
First,Web,Glasgow,Rotterdam,1118.8,Long,Student,Silver,10,207.76,300,296,4,1.181,186.21,114,0.983,0.988,194.47
First,Web,Birmingham,Paris,99.4,Short,Student,Gold,17,42.82,150,138,12,1.79,56.2,63,0.964,0.926,64.46
Business,Web,Bristol,Lyon,405.4,Medium,Business,None,4,478.38,200,160,40,2.34,89.82,30,1.043,0.801,121.73
Standard,Web,Glasgow,Brussels,445.2,Medium,Leisure,Silver,10,458.85,250,166,84,1.991,100.18,91,0.988,0.667,127.19
Standard,Agent,Bristol,Amsterdam,176.9,Short,Business,None,16,402.21,150,150,0,1.843,62.19,162,0.993,1.0,86.28
Standard,Station,London,Amsterdam,54.8,Short,Business,Gold,10,292.89,200,147,53,1.409,41.65,29,1.132,0.738,42.98
Standard,Web,Bristol,Amsterdam,747.6,Long,Senior,Platinum,15,410.25,100,88,12,2.076,129.22,68,1.035,0.881,166.1
Standard,Web,Edinburgh,Rotterdam,188.2,Short,Leisure,Platinum,8,487.59,200,85,115,2.643,62.8,57,0.973,0.427,85.6
Standard,Web,Birmingham,Cologne,1470.5,Long,Business,None,18,156.12,200,149,51,0.977,210.68,33,1.026,0.748,209.45
Standard,Web,Manchester,Cologne,58.3,Short,Leisure,Silver,6,194.85,150,46,104,2.56,50.64,110,0.975,0.309,68.36
Standard,Mobile,Bristol,Frankfurt,332.7,Medium,Leisure,None,19,369.94,200,173,27,1.71,70.47,102,0.984,0.866,88.17
Standard,Web,Manchester,Amsterdam,203.9,Medium,Leisure,None,2,328.58,150,88,62,2.948,60.53,119,1.042,0.589,95.12
Standard,Mobile,London,Lyon,163.6,Short,Student,Silver,16,415.91,300,144,156,1.155,55.39,162,1.012,0.481,55.18
Standard,Web,Birmingham,Cologne,152.3,Short,Leisure,Gold,5,186.55,300,144,156,0.744,53.53,104,1.019,0.481,43.16
First,Web,Bristol,Rotterdam,134.7,Short,Leisure,None,19,169.07,200,197,3,0.901,84.57,50,1.013,0.986,80.4
Standard,Mobile,Glasgow,Brussels,153.7,Short,Leisure,None,14,301.0,200,181,19,0.548,55.66,86,0.968,0.906,43.75
Standard,Web,Manchester,Cologne,1084.0,Long,Student,Silver,13,90.01,250,213,37,1.413,158.88,49,1.017,0.852,177.36
Standard,Agent,Glasgow,Brussels,85.8,Short,Student,None,5,39.0,100,65,35,1.301,52.23,176,1.004,0.654,57.13
First,Station,Leeds,Rotterdam,501.7,Medium,Leisure,None,15,137.19,300,173,127,2.096,132.54,79,1.033,0.579,173.26
Standard,Web,Glasgow,Cologne,167.5,Short,Leisure,Silver,7,96.0,200,142,58,0.907,60.44,87,1.049,0.714,53.65
Standard,Web,Bristol,Frankfurt,1368.8,Long,Business,Silver,14,23.2,200,136,64,2.402,207.15,140,1.012,0.682,282.96
Standard,Station,London,Frankfurt,581.6,Medium,Leisure,Silver,7,393.44,200,184,16,1.306,92.13,113,0.983,0.921,102.9
Standard,Station,Glasgow,Frankfurt,162.1,Short,Leisure,None,0,280.74,200,196,4,2.691,56.63,56,1.036,0.981,87.97
Standard,Station,Leeds,Lyon,649.1,Long,Student,None,1,341.1,200,190,10,0.958,110.21,137,1.034,0.952,109.53
Standard,Web,Manchester,Cologne,53.1,Short,Leisure,None,16,98.26,250,209,41,2.494,32.41,111,1.036,0.838,45.83
Standard,Agent,Manchester,Brussels,495.9,Medium,Senior,None,4,143.21,100,58,42,0.966,85.82,109,0.986,0.584,83.11
First,Web,Birmingham,Rotterdam,222.4,Medium,Leisure,None,11,48.85,250,208,42,0.549,92.66,157,0.991,0.833,81.23
Business,Mobile,Glasgow,Cologne,326.4,Medium,Leisure,Gold,4,498.79,150,126,24,0.646,93.79,165,1.027,0.846,81.52
Standard,Station,Glasgow,Rotterdam,722.5,Long,Leisure,None,1,69.48,250,104,146,2.539,114.64,149,0.992,0.419,173.73
Standard,Web,Birmingham,Paris,1472.0,Long,Business,None,13,63.38,100,87,13,1.831,221.36,119,0.999,0.873,281.4
First,Station,Manchester,Frankfurt,884.8,Long,Leisure,None,11,314.8,100,93,7,1.303,166.53,1,1.351,0.939,207.2
Standard,Web,Leeds,Amsterdam,649.6,Long,Business,Silver,1,179.3,150,123,27,2.104,118.96,76,1.039,0.826,145.22
Standard,Agent,Glasgow,Rotterdam,579.8,Medium,Leisure,None,16,446.04,150,116,34,1.443,93.53,65,0.998,0.777,107.56
Standard,Web,Birmingham,Paris,141.3,Short,Leisure,None,3,419.13,100,45,55,2.549,41.84,155,1.04,0.452,70.31
Standard,Agent,Manchester,Rotterdam,632.5,Long,Student,None,12,436.71,300,223,77,2.371,100.36,24,1.197,0.746,158.63
Business,Web,Leeds,Paris,533.3,Medium,Senior,Platinum,5,372.86,100,74,26,1.668,121.72,88,0.966,0.742,130.03
First,Mobile,Edinburgh,Rotterdam,72.9,Short,Business,Platinum,2,83.26,150,84,66,0.528,63.87,177,0.959,0.563,38.39
First,Mobile,Bristol,Frankfurt,521.0,Medium,Student,Gold,3,50.53,300,113,187,1.799,127.36,34,1.017,0.379,146.15
Standard,Web,Glasgow,Amsterdam,1142.5,Long,Leisure,None,7,51.02,150,90,60,1.457,193.82,103,0.975,0.604,209.11
Standard,Web,Edinburgh,Frankfurt,76.6,Short,Leisure,None,1,404.85,250,236,14,1.985,31.61,119,0.994,0.945,37.88
Standard,Mobile,Edinburgh,Rotterdam,1277.3,Long,Leisure,Gold,8,335.42,100,84,16,0.902,188.38,124,0.951,0.847,163.72
Standard,Web,Bristol,Frankfurt,381.8,Medium,Senior,None,9,490.87,250,137,113,2.162,75.15,57,0.993,0.548,101.14
Standard,Mobile,Manchester,Amsterdam,145.7,Short,Business,Silver,12,328.88,200,87,113,1.016,60.8,50,1.047,0.437,59.98
First,Web,Manchester,Paris,1382.6,Long,Leisure,Gold,16,139.65,250,155,95,2.95,223.24,174,0.96,0.622,330.41
First,Agent,Birmingham,Paris,834.3,Long,Leisure,Silver,3,62.97,200,166,34,2.547,167.88,10,1.169,0.831,263.46
Standard,Web,London,Rotterdam,104.9,Short,Leisure,Silver,9,195.49,100,78,22,0.953,48.13,128,1.003,0.78,52.36
Business,Web,Manchester,Cologne,199.6,Short,Leisure,None,11,115.85,150,137,13,1.86,61.45,91,1.035,0.918,92.11
First,Web,Bristol,Amsterdam,403.2,Medium,Business,Gold,16,321.63,300,155,145,1.637,104.24,7,1.165,0.518,128.41
Standard,Web,London,Paris,1102.7,Long,Leisure,Gold,0,66.06,300,193,107,2.526,171.44,142,0.95,0.646,237.26
Standard,Web,Bristol,Lyon,92.8,Short,Leisure,Gold,2,390.81,200,96,104,2.349,46.11,143,1.017,0.48,62.86
Standard,Web,Bristol,Frankfurt,112.4,Short,Leisure,None,5,354.34,150,126,24,1.24,40.68,51,1.032,0.841,43.89
Standard,Station,Bristol,Rotterdam,400.6,Medium,Business,Gold,4,373.45,200,118,82,1.411,84.19,125,1.023,0.594,89.66
Standard,Mobile,Glasgow,Lyon,303.4,Medium,Business,Platinum,11,483.43,300,180,120,0.65,55.64,108,1.023,0.6,44.99
First,Mobile,Glasgow,Lyon,85.7,Short,Leisure,Gold,10,332.27,300,261,39,1.918,51.78,160,1.038,0.87,63.97
Standard,Web,London,Cologne,1140.4,Long,Business,Silver,8,398.51,100,81,19,2.397,179.15,101,1.011,0.811,254.52
Standard,Mobile,Edinburgh,Cologne,765.3,Long,Leisure,Gold,14,60.95,200,126,74,1.547,136.1,73,1.017,0.63,152.06
Standard,Web,Glasgow,Cologne,1098.1,Long,Leisure,Silver,13,472.68,200,112,88,2.864,179.1,39,1.004,0.564,277.69
Standard,Mobile,Leeds,Lyon,155.9,Short,Student,Platinum,18,124.91,300,234,66,0.843,64.22,175,1.045,0.782,48.74
Business,Web,Bristol,Brussels,778.4,Long,Leisure,Gold,12,256.66,300,288,12,2.727,137.13,33,1.017,0.96,197.31
First,Web,Glasgow,Brussels,498.4,Medium,Leisure,Gold,6,479.41,100,59,41,0.554,123.0,33,0.978,0.597,98.85
Standard,Web,Birmingham,Lyon,104.0,Short,Senior,Gold,10,106.09,150,49,101,2.783,47.79,38,1.034,0.327,64.17
Standard,Station,Manchester,Frankfurt,597.0,Medium,Leisure,None,1,37.04,150,137,13,1.264,109.98,21,1.134,0.915,116.2
Standard,Web,Leeds,Rotterdam,196.9,Short,Leisure,Silver,0,162.59,150,62,88,0.774,63.29,69,1.036,0.416,59.53
Standard,Mobile,Manchester,Lyon,519.4,Medium,Senior,None,6,95.06,250,232,18,2.973,110.42,171,0.967,0.931,180.53
Standard,Web,Manchester,Rotterdam,337.1,Medium,Leisure,Silver,1,340.65,150,132,18,2.361,77.3,11,1.119,0.881,110.67
Standard,Mobile,London,Lyon,1443.5,Long,Business,Gold,18,153.62,100,76,24,1.826,216.17,174,1.002,0.762,249.87
Standard,Station,Birmingham,Cologne,199.8,Short,Leisure,Silver,13,50.16,200,178,22,1.484,59.39,126,0.987,0.892,65.37
Standard,Web,Birmingham,Rotterdam,384.9,Medium,Business,None,10,448.65,200,96,104,1.138,73.57,56,1.045,0.482,76.26
Standard,Web,Leeds,Cologne,142.2,Short,Business,None,4,43.75,150,134,16,1.994,49.67,41,1.021,0.899,54.75
Standard,Agent,Birmingham,Cologne,605.4,Long,Leisure,None,10,150.21,250,173,77,1.622,105.77,107,0.999,0.693,121.4
Standard,Mobile,Birmingham,Brussels,217.4,Medium,Student,Gold,13,135.34,200,84,116,1.766,50.89,43,1.047,0.424,55.3
Standard,Web,Birmingham,Lyon,125.1,Short,Senior,Gold,8,31.28,250,119,131,1.655,39.32,52,1.044,0.478,52.16
Standard,Mobile,Leeds,Frankfurt,141.4,Short,Leisure,Gold,0,99.31,150,127,23,2.106,59.29,48,0.972,0.853,73.52
Business,Mobile,Edinburgh,Frankfurt,325.0,Medium,Student,None,5,411.13,250,222,28,2.81,92.08,12,1.124,0.89,143.55
First,Web,Birmingham,Cologne,239.7,Medium,Leisure,None,6,38.01,300,273,27,2.882,91.74,135,1.031,0.912,142.69
Standard,Station,Glasgow,Cologne,512.9,Medium,Leisure,Platinum,12,31.15,300,128,172,2.588,105.16,99,0.993,0.429,139.4
Standard,Web,Birmingham,Lyon,112.8,Short,Senior,None,9,324.33,300,279,21,1.171,54.85,44,0.965,0.931,53.4
Standard,Web,London,Frankfurt,459.5,Medium,Business,Gold,19,62.68,100,64,36,1.12,102.02,134,1.042,0.646,98.32
Standard,Mobile,London,Lyon,147.5,Short,Leisure,Gold,8,198.36,100,99,1,1.942,48.92,147,1.024,0.995,67.02
Standard,Web,Glasgow,Rotterdam,418.7,Medium,Business,Silver,16,21.03,150,95,55,2.937,93.33,106,0.988,0.634,143.73
Business,Web,Birmingham,Brussels,760.6,Long,Leisure,Silver,3,193.94,250,119,131,1.88,134.58,106,1.049,0.476,169.23
Standard,Mobile,Edinburgh,Lyon,446.4,Medium,Business,None,13,172.66,250,85,165,0.78,83.65,144,1.012,0.342,81.39
Standard,Station,Birmingham,Cologne,98.3,Short,Business,Platinum,5,314.1,300,229,71,2.663,35.55,139,1.001,0.765,48.48
Standard,Station,Glasgow,Paris,1337.2,Long,Student,None,0,259.57,300,90,210,2.367,199.9,100,1.002,0.303,278.96
Standard,Agent,Birmingham,Brussels,79.0,Short,Leisure,None,10,345.69,300,265,35,1.097,51.18,59,0.984,0.885,51.12
Standard,Station,Birmingham,Frankfurt,316.5,Medium,Leisure,Silver,10,469.21,250,129,121,2.075,70.9,92,0.982,0.518,88.34
Business,Web,Bristol,Frankfurt,376.1,Medium,Leisure,None,16,401.68,250,191,59,1.062,86.3,124,1.047,0.766,95.13
Standard,Web,Edinburgh,Cologne,161.0,Short,Leisure,Gold,6,468.1,300,195,105,1.563,64.88,116,1.037,0.65,74.32
Business,Station,Manchester,Cologne,158.1,Short,Senior,Silver,8,46.03,250,190,60,1.092,69.11,87,0.978,0.76,80.05
Business,Web,Glasgow,Brussels,100.6,Short,Senior,None,15,495.36,100,33,67,1.992,59.88,163,1.043,0.337,78.02
Standard,Mobile,Birmingham,Cologne,1059.7,Long,Business,None,8,174.59,150,65,85,1.258,170.03,60,0.958,0.438,181.88
Standard,Mobile,Glasgow,Paris,810.8,Long,Business,None,4,152.82,300,277,23,0.92,148.37,163,0.979,0.925,148.21
Standard,Web,Manchester,Brussels,508.1,Medium,Student,None,5,213.69,200,118,82,0.649,97.61,145,1.042,0.592,84.65
Standard,Station,Edinburgh,Cologne,79.5,Short,Leisure,None,7,395.98,100,69,31,2.08,49.29,167,0.956,0.696,64.16
Standard,Mobile,Glasgow,Rotterdam,1337.4,Long,Leisure,Gold,8,478.06,300,186,114,1.991,202.95,132,1.043,0.62,256.99
First,Web,Birmingham,Amsterdam,574.7,Medium,Leisure,None,12,286.03,300,281,19,0.987,120.04,176,0.986,0.938,128.97
Standard,Agent,Manchester,Paris,596.6,Medium,Student,None,2,94.11,250,110,140,0.507,89.58,48,0.968,0.44,76.39
Standard,Web,Glasgow,Brussels,542.8,Medium,Business,None,17,122.75,100,88,12,0.84,103.25,82,0.966,0.887,103.81
First,Web,Leeds,Amsterdam,288.7,Medium,Business,Silver,4,214.58,150,51,99,1.263,97.19,108,0.991,0.342,97.47
Standard,Mobile,Manchester,Lyon,366.6,Medium,Leisure,Gold,19,195.56,200,180,20,1.808,79.82,62,1.02,0.9,91.64
First,Station,Edinburgh,Paris,235.5,Medium,Business,Platinum,0,134.37,300,279,21,2.714,91.87,127,1.015,0.932,126.76
Standard,Mobile,Birmingham,Lyon,265.8,Medium,Student,Silver,12,428.11,150,127,23,1.026,72.92,23,1.132,0.853,83.72
Standard,Mobile,Bristol,Amsterdam,644.7,Long,Leisure,None,19,154.45,200,98,102,1.039,109.35,156,0.993,0.494,115.48
First,Mobile,Edinburgh,Frankfurt,146.2,Short,Business,None,17,304.52,150,57,93,2.61,77.26,105,0.976,0.38,115.5
Standard,Web,Bristol,Frankfurt,413.3,Medium,Leisure,None,9,250.07,250,162,88,1.771,73.6,42,0.991,0.651,95.63
Business,Station,Birmingham,Cologne,187.6,Short,Student,Gold,19,463.26,100,76,24,2.229,79.42,166,0.969,0.766,94.18
First,Station,Manchester,Frankfurt,1016.7,Long,Business,Gold,17,321.88,300,261,39,1.367,186.4,83,1.026,0.873,194.47
First,Web,Leeds,Lyon,146.3,Short,Leisure,None,3,179.4,200,130,70,2.597,68.62,58,0.989,0.654,102.46
Standard,Web,Leeds,Paris,110.2,Short,Leisure,Gold,0,326.57,300,204,96,1.624,44.27,21,1.135,0.683,47.51
Standard,Agent,Glasgow,Lyon,1346.5,Long,Leisure,Platinum,6,173.08,200,191,9,2.757,196.15,50,1.012,0.955,268.42
First,Station,Edinburgh,Lyon,189.0,Short,Student,Platinum,14,63.62,150,49,101,1.501,82.78,130,0.976,0.333,78.46
First,Station,Edinburgh,Frankfurt,372.7,Medium,Senior,None,13,252.9,300,156,144,2.522,98.06,81,0.991,0.523,144.05
Business,Station,Edinburgh,Lyon,674.4,Long,Business,None,2,432.9,100,60,40,0.639,132.54,75,0.958,0.607,120.61
Standard,Mobile,London,Amsterdam,265.4,Medium,Leisure,None,19,456.41,200,149,51,2.207,76.02,13,1.114,0.748,109.18
Standard,Mobile,Leeds,Brussels,158.1,Short,Business,Silver,18,281.0,250,91,159,0.854,45.01,56,1.002,0.367,35.98
First,Mobile,Leeds,Brussels,98.8,Short,Business,Silver,7,355.77,150,136,14,2.743,54.66,17,1.2,0.912,87.25
Standard,Web,Birmingham,Brussels,1306.8,Long,Leisure,Platinum,18,313.13,250,130,120,2.912,198.76,45,1.006,0.521,290.23
Business,Mobile,London,Cologne,499.9,Medium,Leisure,None,17,409.2,150,64,86,1.303,107.24,53,0.996,0.43,116.17
Business,Mobile,Edinburgh,Rotterdam,477.7,Medium,Student,Silver,13,69.55,100,71,29,1.907,103.45,88,0.973,0.714,143.7
Standard,Mobile,Edinburgh,Rotterdam,1332.8,Long,Student,Gold,5,212.66,250,99,151,1.499,186.51,37,0.987,0.398,202.4
First,Mobile,Bristol,Frankfurt,502.6,Medium,Student,None,18,141.48,150,79,71,2.032,125.58,142,1.029,0.531,164.98
First,Web,Glasgow,Rotterdam,1169.3,Long,Leisure,None,11,23.16,250,225,25,1.386,185.86,113,0.996,0.903,208.88
Standard,Web,London,Frankfurt,50.6,Short,Student,Gold,14,418.36,150,127,23,2.548,42.48,169,1.019,0.853,70.13
Business,Web,Glasgow,Brussels,406.3,Medium,Business,Gold,3,84.41,100,49,51,0.578,113.3,172,0.983,0.497,87.85
